"datetime"	"wtr_0"	"wtr_0.25"	"wtr_0.5"	"wtr_0.75"	"wtr_1.25"	"wtr_1.5"	"wtr_2"
2020-05-27 03:00:00	22.90777778	23.1	23.1	22.62111111	20.23388889	18.80611111	15.66388889
2020-05-27 03:30:00	22.90777778	23.00388889	23.00388889	22.62111111	20.23388889	18.80611111	15.66388889
2020-05-27 04:00:00	22.81222222	22.90777778	22.90777778	22.62111111	20.23388889	18.80611111	15.66388889
2020-05-27 04:30:00	22.71722222	22.81222222	22.81222222	22.62111111	20.23388889	18.80611111	15.66388889
2020-05-27 05:00:00	22.71722222	22.81222222	22.81222222	22.525	20.23388889	18.80611111	15.66388889
2020-05-27 05:30:00	22.62111111	22.71722222	22.71722222	22.525	20.23388889	18.80611111	15.66388889
2020-05-27 06:00:00	22.62111111	22.71722222	22.71722222	22.525	20.23388889	18.80611111	15.66388889
2020-05-27 06:30:00	22.62111111	22.71722222	22.62111111	22.525	20.23388889	18.80611111	15.66388889
2020-05-27 07:00:00	22.525	22.71722222	22.62111111	22.525	20.23388889	18.80611111	15.66388889
2020-05-27 07:30:00	22.525	22.62111111	22.62111111	22.525	20.23388889	18.80611111	15.66388889
2020-05-27 08:00:00	22.42888889	22.62111111	22.62111111	22.525	20.23388889	18.71111111	15.66388889
2020-05-27 08:30:00	22.525	22.71722222	22.525	22.42888889	20.23388889	18.80611111	15.66388889
2020-05-27 09:00:00	22.525	22.81222222	22.62111111	22.525	20.23388889	18.80611111	15.66388889
2020-05-27 09:30:00	22.90777778	23.38777778	22.81222222	22.62111111	20.23388889	18.80611111	15.66388889
