"datetime"	"wnd"
2020-06-15 00:00:00	3.262758158
2020-06-15 01:00:00	3.505994636
2020-06-15 02:00:00	3.994461332
2020-06-15 03:00:00	3.691412606
2020-06-15 04:00:00	4.124054537
2020-06-15 05:00:00	4.161935628
2020-06-15 06:00:00	4.006423782
2020-06-15 07:00:00	3.918699151
2020-06-15 08:00:00	4.37327224
2020-06-15 09:00:00	3.969539562
2020-06-15 10:00:00	4.087170317
2020-06-15 11:00:00	4.403178364
2020-06-15 12:00:00	4.189848011
2020-06-15 13:00:00	4.099132767
2020-06-15 14:00:00	3.840943228
2020-06-15 15:00:00	3.719324989
2020-06-15 16:00:00	3.934649084
2020-06-15 17:00:00	3.887796156
2020-06-15 18:00:00	4.095145284
2020-06-15 19:00:00	4.145985695
2020-06-15 20:00:00	3.734278051
2020-06-15 21:00:00	3.245811354
2020-06-15 22:00:00	3.074349575
2020-06-15 23:00:00	3.072355834
2020-06-16 00:00:00	3.213911489
2020-06-16 01:00:00	2.959709432
2020-06-16 02:00:00	2.89491283
2020-06-16 03:00:00	2.652673223
2020-06-16 04:00:00	2.569932946
2020-06-16 05:00:00	2.280840411
2020-06-16 06:00:00	2.524076889
2020-06-16 07:00:00	2.496164506
2020-06-16 08:00:00	3.101265087
2020-06-16 09:00:00	3.527925793
2020-06-16 10:00:00	4.072217255
2020-06-16 11:00:00	4.33638802
2020-06-16 12:00:00	3.826987036
2020-06-16 13:00:00	3.300639249
2020-06-16 14:00:00	3.666490836
2020-06-16 15:00:00	3.566803755
2020-06-16 16:00:00	3.774152883
2020-06-16 17:00:00	3.747237371
2020-06-16 18:00:00	3.887796156
2020-06-16 19:00:00	3.638578453
2020-06-16 20:00:00	3.457147966
2020-06-16 21:00:00	2.964693786
2020-06-16 22:00:00	2.812172553
2020-06-16 23:00:00	3.039459097
2020-06-17 00:00:00	2.822141261
2020-06-17 01:00:00	2.71049173
2020-06-17 02:00:00	2.535042468
2020-06-17 03:00:00	2.21803755
2020-06-17 04:00:00	1.917979437
2020-06-17 05:00:00	1.931935628
2020-06-17 06:00:00	1.743527045
2020-06-17 07:00:00	2.215046938
2020-06-17 08:00:00	2.923822083
2020-06-17 09:00:00	3.863871256
2020-06-17 10:00:00	3.692409477
2020-06-17 11:00:00	3.936642825
2020-06-17 12:00:00	4.075207868
2020-06-17 13:00:00	4.554702727
2020-06-17 14:00:00	4.606540009
2020-06-17 15:00:00	4.334394278
2020-06-17 16:00:00	4.462990612
2020-06-17 17:00:00	4.273585159
2020-06-17 18:00:00	4.043308002
2020-06-17 19:00:00	3.950599017
2020-06-17 20:00:00	3.910724184
2020-06-17 21:00:00	3.359454627
2020-06-17 22:00:00	2.420402325
2020-06-17 23:00:00	2.286821636
2020-06-18 00:00:00	2.583889137
2020-06-18 01:00:00	2.408439875
2020-06-18 02:00:00	2.252928029
2020-06-18 03:00:00	2.419405454
2020-06-18 04:00:00	2.424389808
2020-06-18 05:00:00	2.447317836
2020-06-18 06:00:00	2.41541797
2020-06-18 07:00:00	2.677594993
2020-06-18 08:00:00	2.621770228
2020-06-18 09:00:00	2.285824765
2020-06-18 10:00:00	2.098413053
2020-06-18 11:00:00	2.84606616
2020-06-18 12:00:00	2.746379079
2020-06-18 13:00:00	3.118211891
2020-06-18 14:00:00	3.68343764
2020-06-18 15:00:00	4.000442557
2020-06-18 16:00:00	4.472959321
2020-06-18 17:00:00	4.540746536
2020-06-18 18:00:00	4.169910595
2020-06-18 19:00:00	3.296651766
2020-06-18 20:00:00	2.631738936
2020-06-18 21:00:00	2.98164059
2020-06-18 22:00:00	2.775288333
2020-06-18 23:00:00	1.984769781
2020-06-19 00:00:00	2.31573089
2020-06-19 01:00:00	2.10738489
2020-06-19 02:00:00	2.042588288
2020-06-19 03:00:00	1.655802414
2020-06-19 04:00:00	2.123334823
2020-06-19 05:00:00	1.492315601
2020-06-19 06:00:00	0.906155565
2020-06-19 07:00:00	0.325976755
2020-06-19 08:00:00	0.737684399
2020-06-19 09:00:00	1.637858739
2020-06-19 10:00:00	2.297787215
2020-06-19 11:00:00	1.917979437
2020-06-19 12:00:00	2.190125168
2020-06-19 13:00:00	2.073491283
2020-06-19 14:00:00	2.215046938
2020-06-19 15:00:00	2.133303532
2020-06-19 16:00:00	2.006700939
2020-06-19 17:00:00	2.830116227
2020-06-19 18:00:00	2.36557443
2020-06-19 19:00:00	1.962838623
2020-06-19 20:00:00	1.505274922
2020-06-19 21:00:00	1.919973178
2020-06-19 22:00:00	2.125328565
2020-06-19 23:00:00	1.617921323
2020-06-20 00:00:00	0.687840858
